Review_ID,App_Name,User_Age,Review_Date,Rating,Review_Text,Likes,Device_Type,Version_Used,Country,Purchase_Amount,Category
922,Headspace,39,2022-10-22,3,"Decent, but lacks variety in sessions.",41,iPhone 12,8.162.1,US,0.0,Health
923,Instagram,36,2024-08-10,4,"Great app, but sometimes it lags.",80,iPhone 11,9.289.6,US,0.0,Social
924,WhatsApp,52,2023-11-13,1,Could be better. The app crashes frequently.,15,iPhone X,3.25.0,US,12.45,Social
925,Spotify,46,2023-10-15,3,"Good, but has connection issues sometimes.",60,iPhone 11,4.267.1,India,0.0,Music
926,WhatsApp,38,2023-01-02,3,Could be better. The app crashes frequently.,38,iPhone 14,3.213.1,India,6.16,Social
927,TikTok,45,2023-05-23,3,The app is okay but has too many glitches.,38,iPhone 13,9.193.2,Germany,0.0,Entertainment
928,Clash of Clans,33,2024-02-29,4,"Fun, but it gets repetitive after a while.",48,iPhone 13,3.0.13,France,17.23,Games
929,Duolingo,37,2023-10-16,4,"Good educational app, but can be improved.",72,iPhone 11,6.36.2,UK,0.0,Education
930,Spotify,48,2024-09-07,1,Not worth it. Limited music selection.,6,iPhone 11,6.60.20,UK,0.0,Music
931,Zoom,54,2023-09-07,1,Keeps disconnecting during calls.,11,iPhone X,1.235.5,Canada,11.55,Business
932,Headspace,28,2022-11-27,5,Very helpful for meditation and mental health.,73,iPhone 14,4.206.16,Germany,8.97,Health
933,Zoom,46,2023-03-19,1,Worst experience. Constantly crashes during meetings.,2,iPhone 12,5.76.7,US,0.0,Business
934,Clash of Clans,48,2023-03-24,5,Super fun and addictive! Can't stop playing.,84,iPhone 12,6.272.13,Canada,7.78,Games
935,Spotify,20,2023-06-14,3,"Good, but has connection issues sometimes.",57,iPhone 11,3.118.9,Germany,11.63,Music
936,WhatsApp,50,2024-03-16,1,Could be better. The app crashes frequently.,20,iPhone SE,9.201.3,Canada,9.04,Social
937,Instagram,46,2023-03-16,1,Terrible experience. The app doesn't work properly.,13,iPhone SE,3.292.5,India,10.42,Social
938,Duolingo,23,2024-08-11,5,Excellent for learning new skills!,97,iPhone 12,9.96.6,US,14.5,Education
939,Candy Crush Saga,45,2023-05-01,2,Not worth the download. Keeps crashing.,19,iPhone 13,4.225.16,Australia,10.96,Games
940,Spotify,25,2023-01-28,5,Love the app! Best place for music.,75,iPhone 11,2.131.1,Canada,14.41,Music
941,Spotify,53,2023-09-03,5,Love the app! Best place for music.,72,iPhone SE,8.112.11,UK,0.0,Music
942,Clash of Clans,34,2024-06-07,4,"Great game, but too many in-game purchases.",63,iPhone SE,2.46.19,Mexico,0.0,Games
943,Zoom,35,2023-10-28,3,"Good app, but has minor bugs.",71,iPhone SE,10.166.14,US,0.0,Business
944,Spotify,32,2023-06-13,3,"The app is okay, but it crashes often.",20,iPhone 13,5.237.11,Australia,11.41,Music
945,WhatsApp,46,2024-02-07,4,"Great app, but sometimes it lags.",57,iPhone SE,9.118.19,Mexico,12.65,Social
946,TikTok,29,2022-12-20,5,Awesome app! Best entertainment content.,82,iPhone 14,6.65.5,Canada,8.35,Entertainment
947,TikTok,24,2023-04-12,4,"Good app, but the ads are annoying.",69,iPhone 11,4.146.17,Germany,0.0,Entertainment
948,Zoom,60,2023-11-11,1,Worst experience. Constantly crashes during meetings.,3,iPhone SE,8.1.16,Germany,0.0,Business
949,WhatsApp,24,2024-02-09,3,Could be better. The app crashes frequently.,19,iPhone 14,4.39.8,Mexico,0.0,Social
950,Clash of Clans,48,2024-04-23,2,Too many ads interrupting the game.,21,iPhone 13,7.232.13,Mexico,0.0,Games
951,Candy Crush Saga,27,2023-08-20,4,Super fun and addictive! Can't stop playing.,76,iPhone X,6.244.14,US,19.21,Games
952,Spotify,58,2022-11-11,4,"Good, but has connection issues sometimes.",37,iPhone 13,1.60.19,Germany,14.97,Music
953,Spotify,39,2024-04-10,2,"The app is okay, but it crashes often.",18,iPhone X,2.220.15,Germany,0.0,Music
954,Duolingo,32,2023-09-10,1,Disappointing. Hard to follow and buggy.,2,iPhone 12,6.254.17,Canada,10.81,Education
955,Headspace,43,2023-01-18,3,"Decent, but lacks variety in sessions.",47,iPhone 13,3.176.18,US,0.0,Health
956,TikTok,52,2023-08-02,2,"Good app, but the ads are annoying.",69,iPhone SE,7.62.7,Australia,0.0,Entertainment
957,Duolingo,29,2023-03-17,5,Excellent for learning new skills!,71,iPhone 12,7.236.11,Germany,0.0,Education
958,Instagram,44,2024-08-13,4,"Good app, but too many ads.",31,iPhone 13,10.274.4,Mexico,0.0,Social
959,Zoom,35,2024-02-28,2,Worst experience. Constantly crashes during meetings.,1,iPhone 14,6.279.20,Canada,13.81,Business
960,Duolingo,57,2023-07-01,3,"Useful, but some content is outdated.",42,iPhone 11,4.298.10,France,0.0,Education
961,WhatsApp,58,2024-05-29,1,Terrible experience. The app doesn't work properly.,16,iPhone 11,9.100.13,Australia,11.27,Social
962,Spotify,42,2023-05-15,4,Love the app! Best place for music.,85,iPhone X,9.146.20,Canada,0.0,Music
963,Audible,39,2023-10-28,4,"Great app, but it's a bit pricey.",51,iPhone 12,1.259.11,Canada,6.72,Books
964,TikTok,50,2022-11-06,2,The app is okay but has too many glitches.,18,iPhone SE,4.276.1,India,7.5,Entertainment
965,Audible,38,2024-04-17,1,"Good, but needs more features for listeners.",48,iPhone SE,6.66.8,UK,0.0,Books
966,Headspace,58,2024-03-22,1,Not helpful at all. Content is repetitive.,15,iPhone 14,1.183.15,US,11.38,Health
967,Instagram,46,2024-08-10,1,"Good app, but too many ads.",35,iPhone SE,7.295.8,Mexico,0.0,Social
968,TikTok,35,2024-03-07,3,"Decent, but needs more content.",43,iPhone 11,8.77.13,France,9.51,Entertainment
969,Audible,56,2023-09-14,5,Amazing app for audiobooks! Huge selection.,98,iPhone 14,8.59.15,India,0.0,Books
970,Candy Crush Saga,45,2024-02-08,1,Not worth the download. Keeps crashing.,6,iPhone SE,10.43.7,Canada,7.2,Games
971,Zoom,39,2024-08-13,1,Worst experience. Constantly crashes during meetings.,5,iPhone SE,8.209.4,India,0.0,Business
972,Instagram,60,2023-04-04,4,"Great app, but sometimes it lags.",70,iPhone X,1.166.3,Germany,6.07,Social
973,Headspace,45,2023-12-02,4,"Good, but the premium content is expensive.",51,iPhone 12,6.174.8,UK,0.0,Health
974,Duolingo,45,2024-03-20,1,Disappointing. Hard to follow and buggy.,5,iPhone 12,1.24.15,US,14.22,Education
975,TikTok,49,2023-05-30,5,Awesome app! Best entertainment content.,70,iPhone 14,6.214.20,Canada,10.0,Entertainment
976,Clash of Clans,34,2024-09-03,1,Too many ads interrupting the game.,12,iPhone SE,5.79.5,Germany,10.5,Games
977,Duolingo,29,2023-04-02,4,"Good educational app, but can be improved.",59,iPhone SE,10.80.8,Canada,13.18,Education
978,TikTok,55,2023-03-25,1,Terrible! Hard to navigate and slow.,4,iPhone 11,9.43.12,India,4.79,Entertainment
979,TikTok,42,2024-09-22,5,Awesome app! Best entertainment content.,76,iPhone 13,7.144.7,India,9.67,Entertainment
980,Audible,25,2023-03-23,3,"Good, but needs more features for listeners.",37,iPhone 11,7.198.18,Australia,6.22,Books
981,WhatsApp,50,2023-07-28,2,"Good app, but too many ads.",40,iPhone X,2.205.19,India,0.0,Social
982,Duolingo,20,2023-04-14,5,Excellent for learning new skills!,77,iPhone 12,8.140.2,Australia,0.0,Education
983,Duolingo,38,2024-10-01,1,Disappointing. Hard to follow and buggy.,0,iPhone 13,7.50.13,Australia,0.0,Education
984,Clash of Clans,41,2024-03-31,1,Not worth the download. Keeps crashing.,9,iPhone X,9.186.6,France,19.78,Games
985,Audible,39,2024-01-27,1,"It's okay, but some audiobooks won't play.",17,iPhone SE,8.90.8,Canada,5.03,Books
986,Zoom,51,2023-01-21,1,Worst experience. Constantly crashes during meetings.,15,iPhone 14,1.223.2,France,6.96,Business
987,Candy Crush Saga,31,2023-04-29,5,Super fun and addictive! Can't stop playing.,70,iPhone 12,2.66.12,Germany,7.85,Games
988,Instagram,18,2023-12-10,5,Amazing app! Helps me stay connected with friends and family.,86,iPhone 13,10.296.6,Germany,0.0,Social
989,Candy Crush Saga,18,2023-05-15,2,Too many ads interrupting the game.,22,iPhone X,6.248.6,US,5.8,Games
990,WhatsApp,28,2024-08-03,4,"Great app, but sometimes it lags.",72,iPhone 13,4.112.19,US,0.0,Social
991,Candy Crush Saga,31,2024-03-25,1,Not worth the download. Keeps crashing.,7,iPhone 11,2.125.4,Australia,0.0,Games
992,Clash of Clans,28,2022-11-26,1,Not worth the download. Keeps crashing.,13,iPhone 11,9.46.20,Australia,13.22,Games
993,Audible,27,2023-06-27,1,Terrible. Very limited selection of books.,6,iPhone 14,8.249.2,US,0.0,Books
994,Audible,29,2023-09-18,1,"Good, but needs more features for listeners.",36,iPhone X,10.41.0,US,13.66,Books
995,Headspace,54,2022-11-02,1,Not helpful at all. Content is repetitive.,16,iPhone X,1.177.15,France,0.0,Health
996,Headspace,30,2023-11-15,3,"Good, but the premium content is expensive.",65,iPhone SE,6.284.11,US,0.0,Health
997,Duolingo,19,2024-09-27,1,Disappointing. Hard to follow and buggy.,4,iPhone SE,6.293.8,Canada,7.25,Education
998,Duolingo,38,2023-06-07,5,Excellent for learning new skills!,85,iPhone 11,10.277.15,Mexico,13.33,Education
999,Instagram,52,2024-03-04,4,"Great app, but sometimes it lags.",55,iPhone 13,3.52.20,US,6.37,Social
1000,Audible,25,2024-02-20,2,Terrible. Very limited selection of books.,7,iPhone 13,9.150.8,India,8.32,Books
